123721001;A102A31B6B191373;46539;230632389895;04/08/2023 01:44:02;PP
123721002;A102A31B6B192973;46539;230632389888;04/08/2023 01:44:03;PP
123721003;A102A31B6B191173;46539;230632389896;04/08/2023 01:44:05;PP
123721004;A102A31B6B192873;46539;230632389889;04/08/2023 01:44:07;PP
123721005;A102A31B6B191073;46539;230632389897;04/08/2023 01:44:09;PP
123721006;A102A31B6B192B73;46539;230632389913;04/08/2023 01:44:10;PP
123721007;A102A31B6B194874;46539;230632389898;04/08/2023 01:44:12;PP
123721008;A102A31B6B195773;46539;230632389914;04/08/2023 01:44:14;PP
123721009;A102A31B6B194974;46539;230632389899;04/08/2023 01:44:15;PP
123721010;A102A31B6B195873;46539;230632389915;04/08/2023 01:44:17;PP
123721011;A102A31B6B197074;46539;230632389900;04/08/2023 01:44:19;PP
123721012;A102A31B6B195970;46539;230632389916;04/08/2023 01:44:21;PP
123721013;A102A31B6B196F74;46539;230632389901;04/08/2023 01:44:22;PP
123721014;A102A31B6B195A70;46539;230632389917;04/08/2023 01:44:24;PP
123721015;A102A31B6B195874;46539;230632389902;04/08/2023 01:44:26;PP
123721016;A102A31B6B192471;46539;230632389918;04/08/2023 01:44:28;PP
123721017;A102A31B6B195974;46539;230632389903;04/08/2023 01:44:29;PP
123721018;A102A31B6B192371;46539;230632389919;04/08/2023 01:44:31;PP
123721019;A102A31B6B191D73;46539;230632389904;04/08/2023 01:44:33;PP
123721020;A102A31B6B191777;46539;230632389920;04/08/2023 01:44:34;PP
123721021;A102A31B6B191C73;46539;230632389905;04/08/2023 01:44:36;PP
123721022;A102A31B6B191677;46539;230632389921;04/08/2023 01:44:38;PP
123721023;A102A31B6B191673;46539;230632389908;04/08/2023 01:44:40;PP
123721024;A102A31B6B196075;46539;230632389922;04/08/2023 01:44:41;PP
123721025;A102A31B6B191873;46539;230632389907;04/08/2023 01:44:43;PP
123721026;A102A31B6B195F75;46539;230632389923;04/08/2023 01:44:45;PP
123721027;A102A31B6B192273;46539;230632389910;04/08/2023 01:44:47;PP
123721028;A102A31B6B193375;46539;230632389924;04/08/2023 01:44:48;PP
