123723001;A102A31B6B193081;46559;230430846107;04/08/2023 07:30:40;PP
123723002;A102A32EF506387D;46559;230430859464;04/08/2023 07:30:42;PP
123723003;A102A31B6B192F81;46559;230430846108;04/08/2023 07:30:44;PP
123723004;A102A32EF5063A7D;46559;230430859465;04/08/2023 07:30:46;PP
123723005;A102A31B6B194279;46559;230430846109;04/08/2023 07:30:47;PP
123723006;A102A32EF5063B7D;46559;230430859466;04/08/2023 07:30:49;PP
123723007;A102A31B6B194179;46559;230430846110;04/08/2023 07:30:51;PP
123723008;A102A32EF5063D7D;46559;230430859467;04/08/2023 07:30:52;PP
123723009;A102A31B6B193F79;46559;230430846111;04/08/2023 07:30:54;PP
123723010;A102A32EF506457D;46559;230430859453;04/08/2023 07:30:56;PP
123723011;A102A31B6B194079;46559;230430846112;04/08/2023 07:30:57;PP
123723012;A102A32EF5064A7D;46559;230430859452;04/08/2023 07:30:59;PP
123723013;A102A31B6B191079;46559;230430846113;04/08/2023 07:31:01;PP
123723014;A102A32EF5065178;46559;230430859499;04/08/2023 07:31:03;PP
123723015;A102A31B6B191179;46559;230430846114;04/08/2023 07:31:04;PP
123723016;A102A32EF5065078;46559;230430859500;04/08/2023 07:31:06;PP
123723017;A102A31B6B190C79;46559;230430846115;04/08/2023 07:31:08;PP
123723018;A102A31B6B197487;46559;230430858027;04/08/2023 07:31:10;PP
123723019;A102A31B6B190D79;46559;230430846116;04/08/2023 07:31:11;PP
123723020;A102A31B6B192C85;46559;230430858028;04/08/2023 07:31:13;PP
123723021;A102A31B6B190E7A;46559;230430846117;04/08/2023 07:31:15;PP
123723022;A102A31B6B192D85;46559;230430858029;04/08/2023 07:32:43;PP
123723023;A102A31B6B192E7E;46559;230430846100;04/08/2023 07:32:45;PP
123723024;A102A31B6B192B85;46559;230430858030;04/08/2023 07:32:57;PP
123723025;A102A31B6B19537B;46559;230430846063;04/08/2023 07:32:59;PP
123723026;A102A31B6B192A85;46559;230430858031;04/08/2023 07:33:01;PP
123723027;A102A31B6B19547B;46559;230430846064;04/08/2023 07:33:02;PP
123723028;A102A31B6B193385;46559;230430858032;04/08/2023 07:33:04;PP
123723029;A102A31B6B19527B;46559;230430846065;04/08/2023 07:33:06;PP
123723030;A102A31B6B196A85;46559;230430857990;04/08/2023 07:33:07;PP
123723031;A102A31B6B19517B;46559;230430846066;04/08/2023 07:33:09;PP
123723032;A102A31B6B196785;46559;230430857993;04/08/2023 07:33:11;PP
123723033;A102A31B6B194F7B;46559;230430846067;04/08/2023 07:33:13;PP
123723034;A102A31B6B196485;46559;230430857995;04/08/2023 07:33:14;PP
123723035;A102A31B6B19507B;46559;230430846068;04/08/2023 07:33:16;PP
123723036;A102A31B6B195987;46559;230430857996;04/08/2023 07:33:18;PP
123723037;A102A31B6B191080;46559;230430846069;04/08/2023 07:33:20;PP
123723038;A102A31B6B195A87;46559;230430857997;04/08/2023 07:33:21;PP
123723039;A102A31B6B19117F;46559;230430846070;04/08/2023 07:33:23;PP
123723040;A102A31B6B193F87;46559;230430857998;04/08/2023 07:33:25;PP
123723041;A102A31B6B191180;46559;230430846071;04/08/2023 07:33:26;PP
123723042;A102A31B6B193E87;46559;230430857999;04/08/2023 07:33:28;PP
123723043;A102A31B6B191280;46559;230430846072;04/08/2023 07:33:30;PP
123723044;A102A31B6B193C87;46559;230430858000;04/08/2023 07:33:32;PP
123723045;A102A31B6B192D81;46559;230430846073;04/08/2023 07:33:33;PP
123723046;A102A31B6B193D87;46559;230430858001;04/08/2023 07:33:35;PP
123723047;A102A31B6B192E81;46559;230430846074;04/08/2023 07:33:37;PP
123723048;A102A31B6B193B87;46559;230430858002;04/08/2023 07:33:38;PP
123723049;A102A31B6B192A81;46559;230430846075;04/08/2023 07:33:40;PP
123723050;A102A31B6B193A87;46559;230430858003;04/08/2023 07:33:42;PP
123723051;A102A31B6B192B81;46559;230430846076;04/08/2023 07:33:44;PP
123723052;A102A31B6B193887;46559;230430858004;04/08/2023 07:33:45;PP
123723053;A102A31B6B192981;46559;230430846077;04/08/2023 07:34:12;PP
123723054;A102A31B6B193987;46559;230430858005;04/08/2023 07:34:14;PP
123723055;A102A31B6B192881;46559;230430846078;04/08/2023 07:34:15;PP
123723056;A102A31B6B193787;46559;230430858006;04/08/2023 07:34:17;PP
123723057;A102A31B6B192681;46559;230430846079;04/08/2023 07:34:19;PP
123723058;A102A31B6B193687;46559;230430858007;04/08/2023 07:34:20;PP
123723059;A102A31B6B192781;46559;230430846080;04/08/2023 07:34:22;PP
123723060;A102A31B6B193487;46559;230430858008;04/08/2023 07:34:24;PP
123723061;A102A31B6B192581;46559;230430846081;04/08/2023 07:34:26;PP
123723062;A102A31B6B193587;46559;230430858009;04/08/2023 07:34:27;PP
123723063;A102A31B6B191881;46559;230430846136;04/08/2023 07:34:29;PP
123723064;A102A31B6B193387;46559;230430858010;04/08/2023 07:34:31;PP
123723065;A102A31B6B193E7B;46559;230430846042;04/08/2023 07:34:33;PP
123723066;A102A31B6B193287;46559;230430858011;04/08/2023 07:34:34;PP
123723067;A102A31B6B193C7B;46559;230430846043;04/08/2023 07:34:36;PP
123723068;A102A32EF509584E;46559;230430857916;04/08/2023 07:34:38;PP
123723069;A102A31B6B193D7B;46559;230430846044;04/08/2023 07:34:39;PP
123723070;A102A31B6B194487;46559;230430858012;04/08/2023 07:34:41;PP
123723071;A102A31B6B193B7B;46559;230430846045;04/08/2023 07:34:43;PP
123723072;A102A31B6B191584;46559;230430858093;04/08/2023 07:34:44;PP
123723073;A102A31B6B193A7B;46559;230430846046;04/08/2023 07:34:46;PP
123723074;A102A31B6B191884;46559;230430858094;04/08/2023 07:34:48;PP
123723075;A102A31B6B19387B;46559;230430846047;04/08/2023 07:34:50;PP
123723076;A102A31B6B191684;46559;230430858095;04/08/2023 07:34:51;PP
123723077;A102A31B6B19397B;46559;230430846048;04/08/2023 07:34:53;PP
123723078;A102A31B6B19598D;46559;230430858096;04/08/2023 07:34:55;PP
123723079;A102A31B6B196A7A;46559;230430846049;04/08/2023 07:34:56;PP
123723080;A102A31B6B187324;46559;230430858097;04/08/2023 07:34:58;PP
123723081;A102A31B6B19697A;46559;230430846050;04/08/2023 07:35:00;PP
123723082;A102A31B6B187124;46559;230430858098;04/08/2023 07:35:02;PP
123723083;A102A31B6B196B7A;46559;230430846051;04/08/2023 07:35:03;PP
123723084;A102A31B6B19528D;46559;230430858099;04/08/2023 07:35:05;PP
123723085;A102A31B6B196C7A;46559;230430846052;04/08/2023 07:35:07;PP
123723086;A102A31B6B187224;46559;230430858100;04/08/2023 07:35:09;PP
123723087;A102A31B6B196E7A;46559;230430846053;04/08/2023 07:35:10;PP
123723088;A102A31B6B193D8D;46559;230430858101;04/08/2023 07:35:12;PP
123723089;A102A31B6B196D7A;46559;230430846054;04/08/2023 07:35:14;PP
123723090;A102A31B6B19378E;46559;230430858102;04/08/2023 07:35:15;PP
123723091;A102A31B6B19737A;46559;230430846055;04/08/2023 07:35:17;PP
123723092;A102A31B6B19388E;46559;230430858103;04/08/2023 07:35:19;PP
123723093;A102A31B6B19747A;46559;230430846056;04/08/2023 07:35:21;PP
123723094;A102A31B6B193F8E;46559;230430858104;04/08/2023 07:35:22;PP
123723095;A102A31B6B19777A;46559;230430846057;04/08/2023 07:35:24;PP
123723096;A102A31B6B19408E;46559;230430858105;04/08/2023 07:35:26;PP
123723097;A102A31B6B19767A;46559;230430846058;04/08/2023 07:35:28;PP
123723098;A102A31B6B19418D;46559;230430858106;04/08/2023 07:35:29;PP
123723099;A102A31B6B19787A;46559;230430846059;04/08/2023 07:35:31;PP
123723100;A102A31B6B19408D;46559;230430858107;04/08/2023 07:35:32;PP
123723101;A102A31B6B19797A;46560;230430846060;04/08/2023 07:35:34;PP
123723102;A102A31B6B19548D;46560;230430858108;04/08/2023 07:35:36;PP
123723103;A102A31B6B197B7A;46560;230430846061;04/08/2023 07:35:38;PP
123723104;A102A31B6B19538D;46560;230430858109;04/08/2023 07:35:39;PP
123723105;A102A31B6B197A7A;46560;230430846062;04/08/2023 07:35:41;PP
123723106;A102A31B6B194998;46560;230430858111;04/08/2023 07:35:43;PP
123723107;A102A31B6B191D7C;46560;230430846022;04/08/2023 07:35:45;PP
123723108;A102A31B6B195899;46560;230430858112;04/08/2023 07:35:46;PP
123723109;A102A31B6B192A7E;46560;230430846096;04/08/2023 07:35:48;PP
123723110;A102A31B6B196685;46560;230430857992;04/08/2023 07:35:50;PP
123723111;A102A31B6B192C7E;46560;230430846097;04/08/2023 07:35:51;PP
123723112;A102A31B6B191E8A;46560;230430858073;04/08/2023 07:35:53;PP
123723113;A102A31B6B192B7E;46560;230430846098;04/08/2023 07:35:55;PP
123723114;A102A31B6B19579B;46560;230430858074;04/08/2023 07:35:57;PP
123723115;A102A31B6B191A7C;46560;230430846020;04/08/2023 07:35:58;PP
123723116;A102A31B6B19569B;46560;230430858075;04/08/2023 07:36:00;PP
123723117;A102A31B6B191E7C;46560;230430846021;04/08/2023 07:36:02;PP
123723118;A102A31B6B197486;46560;230430858076;04/08/2023 07:36:04;PP
123723119;A102A31B6B19127A;46560;230430846121;04/08/2023 07:36:05;PP
123723120;A102A31B6B197386;46560;230430858077;04/08/2023 07:36:07;PP
123723121;A102A31B6B19137A;46560;230430846122;04/08/2023 07:36:09;PP
123723122;A102A31B6B197687;46560;230430858078;04/08/2023 07:36:10;PP
123723123;A102A31B6B19157A;46560;230430846123;04/08/2023 07:36:12;PP
123723124;A102A31B6B197786;46560;230430858079;04/08/2023 07:36:14;PP
